token_seq,target_comment
function disableLimit ( ) public onlyManager { isLimitEnabled = false ; },Disable transfer limit manually. Can be called only by manager.
function endIco ( ) internal { currentStage = Stages . icoEnd ; // Transfer any remaining tokens if ( remainingTokens > 0 ) balances [ owner ] = balances [ owner ] . add ( remainingTokens ) ; // transfer any remaining ETH balance in the contract to the owner owner . transfer ( address ( this ) . balance ) ; },EndIco closes down the ICO.
function walletData ( address _wallet ) constant public returns ( string ) { return whitelist [ _wallet ] . data ; },Get the checksum of additional data for the specified whitelisted wallet.
function setName ( string _name ) onlyOwner public { name = _name ; },Allows owner to later update token name if needed.
function balanceOf ( address _owner ) public constant returns ( uint256 value ) { return balances [ _owner ] ; },Get the balance of an specified address.
"function withdrawTalao ( uint256 tokens ) public onlyOwner { token . transfer ( msg . sender , tokens ) ; }",Allow the owner to withdraw tokens from the contract.
"function changeSupervisor ( address newSupervisor ) external onlySupervisor { require ( newSupervisor != supervisor ) ; emit SupervisorChanged ( supervisor , newSupervisor ) ; supervisor = newSupervisor ; }",Allows the current supervisor to transfer control of the contract to a newSupervisor.
"function nextpriceOf ( uint256 _tokenId ) public view returns ( uint256 price ) { uint256 currentsellingPrice = stampIndexToPrice [ _tokenId ] ; if ( currentsellingPrice < firstStepLimit ) { // first stage return SafeMath . div ( SafeMath . mul ( currentsellingPrice , 200 ) , cut ) ; } else { return SafeMath . div ( SafeMath . mul ( currentsellingPrice , 125 ) , cut ) ; } }",To get the next price of a stamp.
"function _preValidatePurchase ( address _beneficiary , uint256 _weiAmount ) internal { super . _preValidatePurchase ( _beneficiary , _weiAmount ) ; require ( msg . value >= minimumInvestmentInWei ) ; }",Extend parent behavior requiring purchase to respect minimum investment per transaction.
function addAddressToCaller ( address addr ) onlyOwner public returns ( bool success ) { if ( ! callers [ addr ] ) { callers [ addr ] = true ; emit CallerAddressAdded ( addr ) ; success = true ; } },Add an address to the caller list.
function depositETH ( ) external onlyMinterOrJobsManager whenSystemNotPaused returns ( bool ) { return true ; },Deposit ETH to this contract. Only callable by the currently registered Minter or JobsManager.
function setBeneficiary ( address _newBeneficiary ) external onlyOwner { beneficiary = _newBeneficiary ; },Callable only by owner to set a new beneficiary for the vesting amount.
"function SecurityTokenRegistrar ( address _polyTokenAddress , address _polyCustomersAddress , address _polyComplianceAddress ) public { polyTokenAddress = _polyTokenAddress ; polyCustomersAddress = _polyCustomersAddress ; polyComplianceAddress = _polyComplianceAddress ; // Creating the instance of the compliance contract and assign the STR contract // address (this) into the compliance contract Compliance PolyCompliance = Compliance ( polyComplianceAddress ) ; require ( PolyCompliance . setRegsitrarAddress ( this ) ) ; }",Constructor use to set the essentials addresses to facilitate the creation of the security token.
function getOrderBookKeys ( uint _start ) public view returns ( uint [ 10 ] keys ) { for ( uint i = 0 ; i < 10 ; i ++ ) { if ( i + _start < orderBook . size ( ) ) { keys [ i ] = orderBook . getKey ( _start + i ) ; } else { keys [ i ] = 0 ; } } return keys ; },Get orderbook keys in batches of 10.
"function setEndTime ( uint256 _endTime ) external onlyOwner checkAllowed { require ( now < _endTime , ""Cannot set end time in the past"" ) ; require ( getStateStartTime ( SALE_ENDED ) == 0 , ""End time already set"" ) ; setStateStartTime ( SALE_ENDED , _endTime ) ; }",Sets the end time for the sale.
function checkBlacklist ( address _address ) onlyOwner public view returns ( bool ) { return blacklist [ _address ] ; },Check the address registered in blacklist.
function isPregnant ( uint256 _ponyId ) public view returns ( bool ) { require ( _ponyId > 0 ) ; // A Pony is pregnant if and only if this field is set return ponies [ _ponyId ] . matingWithId != 0 ; },Checks whether a Pony is currently pregnant.
function removeAddressFromWhitelist ( address _address ) external onlyOwner { delete whitelist [ _address ] ; emit WhitelistedAddressRemoved ( _address ) ; },Remove single address from whitelist.
function getValuableTokenAmount ( ) constant returns ( uint256 ) { return totalSupply ( ) - reservedAmount ; },Returns a token amount that is accounted in the process of dividend calculation.
function getAppId ( string _appNickname ) external constant returns ( uint ) { return __appIds [ _appNickname ] ; },Gets the app-id associated to a nickname.
function batchUnlockVestedTokens ( address [ ] _grantees ) external onlyOwner returns ( bool success ) { for ( uint i = 0 ; i < _grantees . length ; i ++ ) { unlockVestedTokens ( _grantees [ i ] ) ; } return true ; },BatchUnlockVestedTokens vested tokens and transfer them to the grantees.
function withdrawFunds ( uint256 amount ) public onlyOwner goalReached { msg . sender . transfer ( amount ) ; },Sends collected funds to owner May be executed only if goal reached and no refunds are possible.
function villagePrice ( ) view public returns ( uint256 ) { return VILLAGE_START_PRICE . add ( ( villagesSold . div ( 10 ) . mul ( VILLAGE_INCREASE_RATE ) ) ) ; },Returns the current price of a village. Price raises every 10 purchases.
"function createBuyOrder ( address token , uint tokensTotal , uint8 [ ] exchanges , address [ 5 ] [ ] orderAddresses , uint [ 6 ] [ ] orderValues , uint [ ] exchangeFees , uint8 [ ] v , bytes32 [ ] r , bytes32 [ ] s ) public { uint ethersTotal = msg . value ; uint tokensObtained ; uint ethersSpent ; uint ethersRefunded = ethersTotal ; require ( tokensTotal > 0 && msg . value > 0 ) ; ( tokensObtained , ethersSpent ) = fillOrdersForBuyRequest ( ethersTotal , exchanges , orderAddresses , orderValues , exchangeFees , v , r , s ) ; //We make sure that at least one order had some amount filled require ( ethersSpent > 0 && tokensObtained > 0 ) ; //Check that the price of what was bought is not greater than the max agreed require ( SafeMath . safeDiv ( ethersTotal , tokensTotal ) >= SafeMath . safeDiv ( ethersSpent , tokensObtained ) ) ; //Substracts the ethers spent ethersRefunded = SafeMath . safeSub ( ethersTotal , ethersSpent ) ; //Return ethers not spent if ( ethersRefunded > 0 ) require ( msg . sender . call . value ( ethersRefunded ) ( ) ) ; //Send the tokens transferToken ( token , msg . sender , tokensObtained ) ; FillBuyOrder ( msg . sender , token , tokensTotal , ethersTotal , tokensObtained , ethersSpent , ethersRefunded ) ; }",Creates an order to buy a token.
function setLockedRatio ( uint _lockingRatio ) public onlyOwner { require ( _lockingRatio > uint ( 0 ) ) ; lockingRatio = _lockingRatio ; },Set the lockingRatio of total bonus that is the sum of bonus by time.
"function initWallet ( Wallet storage _self , address _operator , address _feesAccount ) public validAddress ( _operator ) validAddress ( _feesAccount ) { _self . operatorAccount = _operator ; _self . feesAccount = _feesAccount ; }",Initialize the wallet with the operator and backupAccount address.
function approveMintDelegate ( address _mintDelegate ) onlyOwner public returns ( bool ) { bool delegateFound = false ; for ( uint i = 0 ; i < mintDelegates . length ; i ++ ) { if ( mintDelegates [ i ] == _mintDelegate ) { delegateFound = true ; break ; } } if ( ! delegateFound ) { mintDelegates . push ( _mintDelegate ) ; } ApproveMintDelegate ( _mintDelegate ) ; return true ; },Give a mint delegate permission to mint tokens.
"function changeWalletName ( address _deposit , bytes32 _newName , address _wallet ) onlyOwner public returns ( bool ) { require ( _deposit != address ( 0 ) ) ; require ( _wallet != address ( 0 ) ) ; uint len = walletsNumber ( _deposit ) ; // default wallet name do not change for ( uint i = 1 ; i < len ; i = i . add ( 1 ) ) { WithdrawWallet storage wallet = depositRepos [ _deposit ] . withdrawWallets [ i ] ; if ( _wallet == wallet . walletAddr ) { wallet . name = _newName ; return true ; } } return false ; }",Change the name of the withdraw wallet address of the deposit contract address.
function updatePayout ( address _owner ) public { uint256 [ ] memory burritos = ownedTokens [ _owner ] ; uint256 owed ; for ( uint256 i = 0 ; i < burritos . length ; i ++ ) { uint256 totalBurritoOwed = poolTotal * burritoData [ burritos [ i ] ] . payout / 10000 ; uint256 burritoOwed = totalBurritoOwed . sub ( burritoData [ burritos [ i ] ] . withdrawn ) ; owed += burritoOwed ; burritoData [ burritos [ i ] ] . withdrawn += burritoOwed ; } payoutBalances [ _owner ] += owed ; },Updates the payout for the burritos the owner has.
"function feesCal ( address _addr , uint256 _value ) public view notNull ( _addr ) returns ( uint256 _ggcFee , uint256 _ggeFee ) { if ( whiteList [ _addr ] ) { return ( 0 , 0 ) ; } else { _ggcFee = _value . mul ( ggcFee ) . div ( 1000 ) . div ( 2 ) ; _ggeFee = _value . mul ( ggeFee ) . div ( 1000 ) . div ( 2 ) ; return ( _ggcFee , _ggeFee ) ; } }",Calculate transaction fee base on address and value. Check whiteList.
function createTokenContract ( ) internal returns ( MintableToken ) { return new IcoToken ( ) ; },Create new instance of ico token contract.
"function getEscrowAndHash ( bytes16 _tradeID , address _seller , address _buyer , uint256 _value , uint16 _fee ) view returns ( Escrow , bytes32 ) { bytes32 _tradeHash = keccak256 ( abi . encodePacked ( _tradeID , _seller , _buyer , _value , _fee ) ) ; return ( escrows [ _tradeHash ] , _tradeHash ) ; }",Returns an empty escrow struct and 0 _tradeHash if not found.
function allowRefunds ( ) external onlyOwner { require ( ! isFinalized ) ; require ( hasClosed ( ) ) ; refundsAllowed = true ; vault . enableRefunds ( ) ; },Allow the tokensale owner to specify that refunds are allowed regardless of soft cap goal.
"function transferJackpot ( address winner ) external onlyOwner returns ( bool ) { uint256 weiJackpot = address ( this ) . balance ; emit Withdraw ( winner , weiJackpot ) ; winner . transfer ( weiJackpot ) ; previousWeiBalance = 0 ; }",Transfer jackpot to the winner.
function setRefundRate ( uint256 rate ) onlyOwner { REFUND_RATE = rate ; },Allows owner to change the refund rate Tokens per 1 Ether.
"function validRate ( uint256 _weiPerUnitRate ) public view returns ( bool ) { if ( _weiPerUnitRate == 0 ) return false ; ( bytes32 value , bool valid ) = makerDAOMedianizer . peek ( ) ; // If the value from the medianizer is not valid, use the current rate as reference uint256 currentRate = valid ? convertToRate ( value ) : weiPerUnitRate ; // Get the difference uint256 diff = _weiPerUnitRate < currentRate ? currentRate . sub ( _weiPerUnitRate ) : _weiPerUnitRate . sub ( currentRate ) ; return diff <= currentRate . mul ( RATE_THRESHOLD_PERCENTAGE ) . div ( 100 ) ; }",Checks that a rate is valid.
"function swapEtherToToken ( ERC20 token , uint minConversionRate ) public returns ( uint ) { bytes memory hint ; return tradeWithHint ( ETH_TOKEN_ADDRESS , msg . value , token , msg . sender , MAX_QTY , minConversionRate , 0 , hint ) ; }",Makes a trade from Ether to token. Sends token to msg sender.
"function migrateBalanceFromLegacyRep ( address _holder , ERC20 _legacyRepToken ) onlyInGoodTimes whenMigratingFromLegacy afterInitialized returns ( bool ) { if ( balances [ _holder ] > 0 ) { return false ; // Already copied, move on } uint256 amount = _legacyRepToken . balanceOf ( _holder ) ; if ( amount == 0 ) { return false ; // Has no balance in legacy contract, move on } mint ( _holder , amount ) ; if ( targetSupply == supply ) { isMigratingFromLegacy = false ; } return true ; }",Copies the balance of a single addresses from the legacy contract.
function calculatePriceIncrease ( uint256 _price ) public pure returns ( uint256 ) { if ( _price > 5000 finney ) { return _price . mul ( 15 ) . div ( 100 ) ; } else if ( _price > 2500 finney ) { return _price . mul ( 18 ) . div ( 100 ) ; } else if ( _price > 500 finney ) { return _price . mul ( 26 ) . div ( 100 ) ; } else if ( _price > 250 finney ) { return _price . mul ( 36 ) . div ( 100 ) ; } return _price ; // 100% increase },Calculate the Price Increase based on the current Purchase Price.
"function allocateTokens ( address _address , uint256 _amount ) onlyOwner external returns ( bool ) { require ( ! allocationFinished ) ; allocatedTokens [ _address ] = _amount ; return true ; }",Helper method that allows owner to allocate tokens to an address.
function _updateIcoPrice ( ) internal { uint256 newIcoTokenPrice = currentIcoTokenPrice ; if ( icoSoldTokens < 10000 ) { newIcoTokenPrice = 4 finney ; } else if ( icoSoldTokens < 20000 ) { newIcoTokenPrice = 5 finney ; } else if ( icoSoldTokens < 30000 ) { newIcoTokenPrice = 5.3 finney ; } else if ( icoSoldTokens < 40000 ) { newIcoTokenPrice = 5.7 finney ; } else { newIcoTokenPrice = 6 finney ; } if ( newIcoTokenPrice != currentIcoTokenPrice ) { currentIcoTokenPrice = newIcoTokenPrice ; } },Updates the current ICO price according to the rules.
