token_seq,target_comment
"function updateIndex ( bytes32 _prev , bytes32 _key ) internal { uint timestamp = _key . getTimestamp ( ) ; bytes32 tsKey = toKey ( timestamp ) ; bytes32 prevKey = state . get ( tsKey ) ; // on the same timestamp might be other key, in that case we do not need to update it if ( prevKey != _prev ) { return ; } state . set ( tsKey , _key ) ; }",Update key value from the previous state to new. Timestamp MUST be the same on both keys.
function setEmitter ( address _emitter ) internal { require ( _emitter != address ( 0 ) ) ; require ( emitter == address ( 0 ) ) ; emitter = _emitter ; },Sets the original `emitter` of the contract.
"function mintToken ( address _target , uint256 _mintedAmount ) onlyAdmin supplyLock public { balances [ _target ] = SafeMath . add ( balances [ _target ] , _mintedAmount ) ; totalSupply = SafeMath . add ( totalSupply , _mintedAmount ) ; emit Transfer ( 0 , this , _mintedAmount ) ; emit Transfer ( this , _target , _mintedAmount ) ; }",Mint token to an specified address.
"function setIssuer ( address newIssuer ) public onlyOwner { require ( newIssuer != address ( 0 ) ) ; rocketStorage . setAddress ( keccak256 ( ""token.issuer"" ) , newIssuer ) ; emit IssuerTransferred ( issuer ( ) , newIssuer ) ; }",Allows the current owner to explicity assign a new issuer.
"function updateReserve ( IERC20Token _reserveToken , uint8 _ratio , bool _enableVirtualBalance , uint256 _virtualBalance ) public ownerOnly validReserve ( _reserveToken ) validReserveRatio ( _ratio ) { Reserve reserve = reserves [ _reserveToken ] ; require ( totalReserveRatio - reserve . ratio + _ratio <= 100 ) ; // validate input totalReserveRatio = totalReserveRatio - reserve . ratio + _ratio ; reserve . ratio = _ratio ; reserve . isVirtualBalanceEnabled = _enableVirtualBalance ; reserve . virtualBalance = _virtualBalance ; }",Updates one of the token reserves can only be called by the token owner.
function isOwner ( address _address ) public view returns ( bool ) { return owner == _address ; },Determine if the address is the owner of the contract.
"function fillOrdersForSellRequest ( uint tokensTotal , uint8 [ ] exchanges , address [ 5 ] [ ] orderAddresses , uint [ 6 ] [ ] orderValues , uint [ ] exchangeFees , uint8 [ ] v , bytes32 [ ] r , bytes32 [ ] s ) internal returns ( uint , uint ) { uint totalEthersObtained = 0 ; uint tokensRemaining = tokensTotal ; for ( uint i = 0 ; i < orderAddresses . length ; i ++ ) { ( totalEthersObtained , tokensRemaining ) = fillOrderForSellRequest ( totalEthersObtained , tokensRemaining , exchanges [ i ] , orderAddresses [ i ] , orderValues [ i ] , exchangeFees [ i ] , v [ i ] , r [ i ] , s [ i ] ) ; } //Substracts service fee if ( totalEthersObtained > 0 ) { uint fee = SafeMath . safeMul ( totalEthersObtained , serviceFee ) / ( 1 ether ) ; totalEthersObtained = collectServiceFee ( SafeMath . min256 ( fee , totalEthersObtained ) , totalEthersObtained ) ; } //Returns ethers obtained return ( totalEthersObtained , SafeMath . safeSub ( tokensTotal , tokensRemaining ) ) ; }",Fills a sell order by synchronously executing exchange buy orders.
"function fixAmount ( ) public onlyOwner { require ( ! amountFixed ) ; amountFixed = true ; uint currentBalance = token . balanceOf ( this ) ; for ( uint i = 0 ; i < frozenPortions . length ; i ++ ) { var portion = frozenPortions [ i ] ; portion . portionAmount = safeDiv ( safeMul ( currentBalance , portion . portionPercent ) , 100 ) ; } }",Fix current token amount (calculate absolute values of every portion).
function walletCreatedTimestamp ( address _wallet ) public view returns ( uint256 ) { return whitelist [ _wallet ] . createdTimestamp ; },Get the creation timestamp for the specified whitelisted wallet.
function godTiki ( ) public view returns ( uint256 tokenId ) { uint256 lowestPrice = priceOf ( 0 ) ; uint256 lowestId = 0 ; for ( uint x = 1 ; x < 6 ; x ++ ) { if ( priceOf ( x ) < lowestPrice ) { lowestId = x ; } } return lowestId ; },This is the tiki with the current lowest value - it receives 2% of ALL sales.
"function mintTimelocked ( address _to , uint256 _amount , uint256 _releaseTime ) public onlyOwner canMint returns ( TokenTimelock ) { return _mintTimelocked ( _to , _amount , _releaseTime ) ; }",Mint timelocked tokens for owner use.
function sendETHToMultiSig ( uint256 _value ) internal { multiSigWallet . transfer ( _value ) ; },Token Crowd Sale Transfer ETH to MultiSig Wallet.
function setExtensions ( IBancorConverterExtensions _extensions ) public ownerOnly validAddress ( _extensions ) notThis ( _extensions ) { extensions = _extensions ; },Allows the owner to update the extensions contract address.
"function acceptManagement ( ) public { require ( msg . sender == newManager ) ; ManagerUpdate ( manager , newManager ) ; manager = newManager ; newManager = 0x0 ; }",Used by a new manager to accept a management transfer.
function setGasPriceLimit ( IBancorGasPriceLimit _gasPriceLimit ) public ownerOnly validAddress ( _gasPriceLimit ) notThis ( _gasPriceLimit ) { gasPriceLimit = _gasPriceLimit ; },Allows the owner to update the gas price limit contract address.
"function _transfer ( address from , address to , uint256 value ) internal { require ( value <= _balances [ from ] ) ; require ( to != address ( 0 ) ) ; // to burn tokens, must call 'burn' method instead. _balances [ from ] = _balances [ from ] . sub ( value ) ; _balances [ to ] = _balances [ to ] . add ( value ) ; emit Transfer ( from , to , value ) ; }",Transfer token for a specified addresses.
"function claimPayment ( uint _JobID ) public { require ( _JobID >= 0 ) ; Job storage job = Jobs [ _JobID ] ; require ( job . worker == msg . sender ) ; require ( job . noOfPaymentsMade > 0 ) ; uint payment = job . paymentAvailableForWorker ; require ( payment > 0 ) ; job . paymentAvailableForWorker = 0 ; job . totalPaidToWorker = job . totalPaidToWorker + payment ; emit PaymentClaimed ( msg . sender , payment , _JobID ) ; DAI . transfer ( msg . sender , payment ) ; }",Uses transfer on the DAI token contract to send DAI from escrow to worker.
"function updateInternalBalanceStructs ( address _sender_address , address _receiver_address , uint32 _open_block_number , uint192 _added_deposit ) { require ( _added_deposit > 0 ) ; require ( _open_block_number > 0 ) ; bytes32 key = getKey ( _sender_address , _receiver_address , _open_block_number ) ; require ( channels [ key ] . open_block_number > 0 ) ; require ( closing_requests [ key ] . settle_block_number == 0 ) ; require ( channels [ key ] . deposit + _added_deposit <= channel_deposit_bugbounty_limit ) ; channels [ key ] . deposit += _added_deposit ; assert ( channels [ key ] . deposit >= _added_deposit ) ; ChannelToppedUp ( _sender_address , _receiver_address , _open_block_number , _added_deposit ) ; }",Updates internal balance Structures when the sender adds tokens to the channel.
"function approve ( address _to , uint256 _tokenId ) public { address owner = ownerOf ( _tokenId ) ; require ( _to != owner ) ; require ( msg . sender == owner || isApprovedForAll ( owner , msg . sender ) ) ; if ( getApproved ( _tokenId ) != address ( 0 ) || _to != address ( 0 ) ) { tokenApprovals [ _tokenId ] = _to ; if ( msg . value > 0 && _to != address ( 0 ) ) _to . transfer ( msg . value ) ; if ( msg . value > 0 && _to == address ( 0 ) ) owner . transfer ( msg . value ) ; emit Approval ( owner , _to , _tokenId ) ; } }",Can only be called by the token owner or an approved operator.
"function orderWasValid ( uint256 amountObtained , uint256 amountGiven , uint256 amountToObtain , uint256 amountToGive ) internal pure returns ( bool ) { if ( amountObtained > 0 && amountGiven > 0 ) { // NOTE - Check the edge cases here if ( amountObtained > amountGiven ) { return SafeMath . div ( amountToObtain , amountToGive ) <= SafeMath . div ( amountObtained , amountGiven ) ; } else { return SafeMath . div ( amountToGive , amountToObtain ) >= SafeMath . div ( amountGiven , amountObtained ) ; } } return false ; }",Checks whether a given order was valid.
"function setNewEndtime ( address _target , uint256 _oldEndTime , uint256 _newEndTime ) onlyOwner public returns ( bool ) { require ( _target != address ( 0 ) ) ; require ( _oldEndTime > 0 && _newEndTime > 0 ) ; uint256 len = frozenAccounts . length ; uint256 i = 0 ; while ( i < len ) { address frozenAddr = frozenAccounts [ i ] ; if ( frozenAddr == _target ) { uint256 timeRecLen = frozenTimes [ frozenAddr ] . length ; uint256 j = 0 ; while ( j < timeRecLen ) { TimeRec storage timePair = frozenTimes [ frozenAddr ] [ j ] ; if ( _oldEndTime == timePair . endTime ) { uint256 duration = timePair . releasePeriodEndTime . sub ( timePair . endTime ) ; timePair . endTime = _newEndTime ; timePair . releasePeriodEndTime = timePair . endTime . add ( duration ) ; return true ; } j = j . add ( 1 ) ; } return false ; } i = i . add ( 1 ) ; } return false ; }",Set the new endtime of the released time of an account.
function getTotalRaised ( ) public constant returns ( uint256 ) { return preSaleRaised + publicSaleRaised ; },Get the total amount raised in the PreSale and PublicSale periods.
function bonusesForAmountsCount ( ) public constant returns ( uint ) { return BONUS_AMOUNTS . length ; },Retrieve length of bonuses by amounts array.
"function allowance ( address _owner , address _spender ) constant returns ( uint256 remaining ) { return approvals [ _owner ] [ _spender ] ; }",Returns the token id that may transfer from _owner account by _spender..
"function _preValidatePurchase ( address _beneficiary , uint256 _weiAmount ) internal whenNotPaused { super . _preValidatePurchase ( _beneficiary , _weiAmount ) ; }",Extend parent behavior requiring purchase to respect paused state.
function setRate ( uint newRate ) public onlyOwner { require ( newRate > 0 ) ; if ( newRate != rate ) { rate = newRate ; emit RateChanged ( newRate ) ; } },"Set rate, i.e. adjust to changes of fiat/ether exchange rates."
function isBlacklisted ( address _account ) public view returns ( bool ) { return blacklisted [ _account ] ; },Checks if account is blacklisted.
function saveRN ( uint _block ) public { if ( _block < block . number && randomNumber [ _block ] == 0 ) { // If the random number is not already set and can be. if ( blockhash ( _block ) != 0x0 ) // Normal case. randomNumber [ _block ] = uint ( blockhash ( _block ) ) ; else // The contract was not called in time. Fallback to returning previous blockhash. randomNumber [ _block ] = uint ( blockhash ( block . number - 1 ) ) ; } if ( randomNumber [ _block ] != 0 ) { // If the random number is set. uint rewardToSend = reward [ _block ] ; reward [ _block ] = 0 ; msg . sender . send ( rewardToSend ) ; // Note that the use of send is on purpose as we don't want to block in case the msg.sender has a fallback issue. } },Save the random number for this blockhash and give the reward to the caller.
"function cutFor ( address _affiliate , uint256 _productId , uint256 _purchaseId , uint256 _purchaseAmount ) public view returns ( uint256 ) { uint256 rate = rateFor ( _affiliate , _productId , _purchaseId , _purchaseAmount ) ; require ( rate <= hardCodedMaximumRate ) ; return ( _purchaseAmount . mul ( rate ) ) . div ( 10000 ) ; }",CutFor returns the cut (amount in wei) to give in comission to the affiliate.
"function getTokenCategory ( string _tokenUri ) public view returns ( CategoryId categoryId , uint minted , uint maxQnty , uint price ) { TokenCategory memory category = tokenCategories [ _tokenUri ] ; return ( category . categoryId , category . minted , category . maxQnty , category . price ) ; }",Get Token Category for the tokenUri.
"function changeVault ( address _vault ) public onlyOwner { emit VaultChanged ( vault , _vault ) ; vault = _vault ; }",Allows the owner to change the vault address.
function startTimeOf ( address _follower ) public view returns ( uint256 ) { return startTime [ _follower ] ; },Gets the start time of the specified follower.
"function getJsonPaymentInfo ( PaymentData memory _obj , uint payId ) view returns ( string ) { return strConcat ( strConcat ( ""\"""" , uint2str ( payId ) , ""\"":{"" , strConcat ( ""\"""" , ""time"" , ""\"":"" ) , uint2str ( _obj . time ) ) , strConcat ( "",\""pType\"":\"""" , bytes32ToString ( _obj . pType ) , ""\"",\""currencyUSD\"":"" , uint2str ( _obj . currencyUSD ) , "",\""payValue\"":\"""" ) , strConcat ( uint2str ( _obj . payValue ) , ""\"",\""totalToken\"":\"""" , uint2str ( _obj . totalToken ) , ""\"",\""tokenWithoutBonus\"":\"""" , uint2str ( _obj . tokenWithoutBonus ) ) , strConcat ( ""\"",\""tokenBonus\"":\"""" , uint2str ( _obj . tokenBonus ) , ""\"",\""bonusPercent\"":"" , uint2str ( _obj . bonusPercent ) ) , strConcat ( "",\""usdAbsRaisedInCents\"":\"""" , uint2str ( _obj . usdAbsRaisedInCents ) , ""\"",\""refund\"":\"""" , ( refundPayIds [ payId ] ? ""1"" : ""0"" ) , ""\""}"" ) ) ; }",Returns payment info by payment data in json.
function getRemainingToken ( ) public view returns ( uint256 ) { return erc223 . balanceOf ( this ) ; },Get the remaining amount of token user can receive.
"function _transfer ( address from , address to , uint256 value ) internal { require ( to != address ( 0 ) ) ; require ( tokenDB . move ( from , to , value ) ) ; emit Transfer ( from , to , value ) ; }",Transfer token for a specified addresses.
"function calculateRinghash ( uint ringSize , // address feeRecepient, // bool throwIfLRCIsInsuffcient, uint8 [ ] vList , bytes32 [ ] rList , bytes32 [ ] sList ) public constant returns ( bytes32 ) { ( ringSize == vList . length - 1 && ringSize == rList . length - 1 && ringSize == sList . length - 1 ) . orThrow ( ""invalid ring data"" ) ; return keccak256 ( // feeRecepient, // throwIfLRCIsInsuffcient, vList . xorReduce ( ringSize ) , rList . xorReduce ( ringSize ) , sList . xorReduce ( ringSize ) ) ; }",Calculate the hash of a ring.
